Record number	In-ref ID	Individual ID	Predator	Predator common name	Predator  taxon	Predator lifestage	Type of feeding interaction	Predator length	Predator length unit	Predator dimension measured	Predator standard length	Predator fork length	Predator total length	Predator TL/FL/SL conversion reference	Standardised predator length	Predator measurement type	Predator length-mass conversion method	Predator length-mass conversion reference	Predator quality of length-mass conversion	Predator mass	Predator mass unit	Predator mass check	Predator mass check diff	Predator ratio mass/mass	SI predator mass	Diet coverage	Prey	Prey common name	Prey taxon	Prey length	Prey length unit	Prey conversion to length method	Prey quality of conversion to length	Prey conversion to length reference	SI prey length	Prey dimension measured	Prey width	Prey width unit	Prey measurement type	Prey mass	Prey mass unit	Prey mass check	Prey mass check diff	Prey ratio mass/mass	SI prey mass	Prey conversion to mass method	Prey conversion to mass reference	Prey quality of conversion to mass	Geographic location	Latitude	Longitude	Depth	Mean annual temp	SD annual temp	Mean PP	SD PP	Reference	Specific habitat	Notes / assumptions
115	BTIP153	92	Carcharhinus limbatus	Blacktip shark	ectotherm vertebrate	adult	piscivorous	530	mm	fork length	492.88	530	620.54	Fishbase (species)	62.054	individual	M=0.0061*TL^3.01	García-Arteaga et al. (1997)	1	1519	g	12505	10986	8.2323	1519	all	fish unidentified	fish	ectotherm vertebrate	127.43	mm	n/a	0	n/a	12.743	length	n/a	n/a	individual	20.693	g	108.29	87.598	5.2333	20.693	M=0.01L^3	Standard fish shape	4	Apalachicola Bay, Florida	29º40'N	85º10'W	30	24.1	4.2	866	214	Bethea et al (2004)	Coastal Bay	None
13298	n/a	6525	Pomatomus saltatrix	Bluefish	ectotherm vertebrate	adult	piscivorous	490	mm	total length	426.3	452.27	490	Fishbase (species)	49	individual	M=0.0136TL^2.899	Haimovici and Velasco (2000)	1	1080	g	6157	5077	5.701	1080	all	fish unidentified	fish	ectotherm vertebrate	50	mm	n/a	0	n/a	5	total length	n/a	n/a	individual	1.25	g	6.5417	5.2917	5.2333	1.25	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
8271	n/a	2039	Hemitripterus americanus	Sea raven	ectotherm vertebrate	adult	piscivorous	240	mm	total length	198	240	240	Fishbase (species)	24	individual	M=0.0183FL^3	Froese and Pauly (2007)	1	252.98	g	723.46	470.48	2.8597	252.98	all	fish unidentified	fish	ectotherm vertebrate	46	mm	n/a	0	n/a	4.6	total length	n/a	n/a	individual	0.97336	g	5.0939	4.1206	5.2333	0.97336	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
24326	n/a	12330	Squalus acanthias	Spurdog / spiny dogfish	ectotherm vertebrate	adult	piscivorous	980	mm	total length	0	869.26	980	Fishbase (species)	98	individual	M=0.0008TL^3.3710	Bedford et al. (1986)	1	4125.8	g	49256	45130	11.938	4125.8	all	fish unidentified	fish	ectotherm vertebrate	60	mm	n/a	0	n/a	6	total length	n/a	n/a	individual	2.16	g	11.304	9.144	5.2333	2.16	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
13048	n/a	6296	Pomatomus saltatrix	Bluefish	ectotherm vertebrate	adult	piscivorous	220	mm	total length	191.4	203.06	220	Fishbase (species)	22	individual	M=0.0136TL^2.899	Haimovici and Velasco (2000)	1	105.98	g	557.25	451.27	5.258	105.98	all	fish unidentified	fish	ectotherm vertebrate	80	mm	n/a	0	n/a	8	total length	n/a	n/a	individual	5.12	g	26.795	21.675	5.2333	5.12	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
5734	n/a	928	Thunnus obesus	Bigeye tuna	ectotherm vertebrate	adult	piscivorous	112	cm	standard length	112	118.02	125.66	Fishbase (species)	125.66	individual	M=0.0178SL^2.902	Nakamura and Uchiyama (1966)	1	15749	g	103850	88102	6.5942	15749	all	fish	fish	ectotherm vertebrate	5.9	cm	n/a	0	n/a	5.9	Standard length	n/a	n/a	individual	2.0538	g	10.748	8.6944	5.2333	2.0538	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
2216	91084	397	Thunnus thynnus	Atlantic bluefin tuna	ectotherm vertebrate	adult	piscivorous	244	cm	curved fork length	231.31	244	262.3	Fishbase (species)	244	individual	M=0.0231FL^2.934	Hsu et al. (2000)	1	233460	g	760240	526770	3.2564	233460	all	Scomber scrombus	Atlantic mackerel	ectotherm vertebrate	18	cm	n/a	0	n/a	18	total length	n/a	n/a	individual	39.84	g	305.21	265.37	7.6608	39.84	M=0.0034*L^3.2414	Dorel (1986)	1	Gulf of Maine, New England	42º79'N	69º51'W	195	10.9	5.5	1037	110	Chase, B.C. (2002)	Shelf	None
20480	n/a	8904	Gadus morhua	Atlantic cod	ectotherm vertebrate	adult	piscivorous	830	mm	total length	729.57	830	830	Fishbase (species)	83	individual	M=0.0070SL^3.0870	Bedford et al. (1986)	1	3948.1	g	29924	25975	7.5793	3948.1	all	fish unidentified	fish	ectotherm vertebrate	120	mm	n/a	0	n/a	12	total length	n/a	n/a	individual	17.28	g	90.432	73.152	5.2333	17.28	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
4250	n/a	836	Thunnus albacares	Yellowfin tuna	ectotherm vertebrate	adult	piscivorous	131	cm	standard length	131	135.61	150.26	Fishbase (species)	150.26	individual	M=0.0214SL^2.974	Le Guen and Sagakawa (1973)	1	42382	g	177530	135150	4.1889	42382	all	fish	fish	ectotherm vertebrate	2.9	cm	n/a	0	n/a	2.9	Standard length	n/a	n/a	individual	0.24389	g	1.2764	1.0325	5.2333	0.24389	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
16621	Sami 30	7001	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	67	cm	standard length	67	70.601	75.509	Fishbase (species)	75.509	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	6063.1	g	22531	16468	3.716	6063.1	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	3.689	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	3.689	mass	n/a	n/a	individual	0.28162	g	2.6274	2.3457	9.3294	0.28162	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
2465	n/a	656	Anarhichas lupus	Atlantic wolf fish	ectotherm vertebrate	juvenile	predacious	38	mm	standard length	38	41.686	41.686	Fishbase (species)	4.1686	individual	M=0.0033SL^3.2491	Coull et al. (1989)	1	0.25252	g	3.791	3.5384	15.013	0.25252	Amphipods	Parathemisto gaudichaudi	amphipod	ectotherm invertebrate	5.865	mm	n/a	0	n/a	0.5865	total length	n/a	n/a	individual	1.243	mg	0.010558	0.009315	8.4938	0.001243	M=(0.006*(L*10)^3.015) (cm-mg)	Benke et al (1999)	4	W Greenland	66º20'N	56º00'W	215	2.1	2.3	357	7	Munk (2002)	offshelf and on shelf	None
33588	n/a	NA	Dicentrarchus labrax	European sea bass	ectotherm vertebrate	juvenile	predacious	28	mm	total length	0	0	28	n/a	2.8	mid-class	M=0.0123TL^2.9554	Dorel (1986)	1	0.25789	g	1.1488	0.89093	4.4547	0.25789	Mysids	Schistomysis spiritus	mysid	ectotherm invertebrate	3.81	mm	n/a	0	n/a	0.381	total length	n/a	n/a	individual	2.5503e-4	g	0.0028944	0.0026393	11.349	2.5503e-4	M=0.00000339*(L*10)^3.23	Morris et al (1988)	4	Oxwich Bay, Wales	51º52'N	04º10'W	8	12.2	3.9	1399	NA	Lancaster (1991)	estuary/coastal	Predator length mid-class
29568	n/a	15927	Pollachius pollachius	Pollack	ectotherm vertebrate	adult	piscivorous	90	cm	total length	79.56	87.12	90	Fishbase (species)	90	individual	M=0.0061TL^3.1153	Dorel (1986)	1	7471	g	38151	30680	5.1065	7471	fish	Sardina pilchardus	Pilchard	ectotherm vertebrate	15	cm	n/a	0	n/a	15	total length	n/a	n/a	individual	24.503	g	176.63	152.12	7.2084	24.503	M=0.0059*L^3.0766	Dorel (1986)	1	Europe, Celtic Sea ecosystem	50º50'N	08º00'W	102	12.9	3	607	18	Pinnegar et al. (2003)	demersal food web	Contiguous predators of same length assumed same individual
28429	n/a	15727	Lepidorhombus whiffiagonis	Megrim	ectotherm vertebrate	adult	piscivorous	29	cm	total length	23.925	29	29	Fishbase (species)	29	individual	M=0.0033L^3.2237	Dorel (1986)	1	170.94	g	1276.4	1105.4	7.4667	170.94	fish	Micromesistius potassou	Blue-whiting	ectotherm vertebrate	11	cm	n/a	0	n/a	11	total length	n/a	n/a	individual	6.1568	g	69.656	63.499	11.314	6.1568	M=0.0038*L^3.0820	Dorel (1986)	1	Europe, Celtic Sea ecosystem	50º50'N	08º00'W	102	12.9	3	607	18	Pinnegar et al. (2003)	demersal food web	Contiguous predators of same length assumed same individual
801	89039	198	Thunnus thynnus	Atlantic bluefin tuna	ectotherm vertebrate	adult	piscivorous	178	cm	curved fork length	168.74	178	191.35	Fishbase (species)	178	individual	M=0.0231FL^2.934	Hsu et al. (2000)	1	92543	g	295150	202600	3.1893	92543	all	Ammodytes sp.	Sand lance	ectotherm vertebrate	18	cm	n/a	0	n/a	18	total length	n/a	n/a	individual	16.816	g	305.21	288.39	18.15	16.816	M=0.0017L^3.1828	CEFAS Endeavour cruise 16/05	2	Stellwagen Bank, Gulf of Maine, New England	42º40'N	70º15'W	63	10.7	5.4	1002	98	Chase, B.C. (2002)	Shelf	None
34830	n/a	NA	Zeus faber	John dory	ectotherm vertebrate	adult	piscivorous	264.7	mm	total length	217.05	0	264.7	Fishbase (species)	26.47	mid-class	M=0.0230SL^2.9114	Dorel (1986)	1	179.07	g	970.6	791.53	5.4204	179.07	all	Cepola macrophthalma	Red-bandfish	ectotherm vertebrate	44.423	cm	L = 10^ ((logM-log(0.0162))/2.049)	1	Stergiou et al. 1992	44.423	mass	n/a	n/a	individual	38.5	g	4587.7	4549.2	119.16	38.5	Weighed	n/a	0	Eastern Mediterranean	38º00'N	23º00'E	75	19.3	4.6	435	17	Stergiou & Fourtouni (1991)	Euboikos and Pagassitikos Gulfs	Predator length mid-class
16208	Sami 24	6999	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	68	cm	standard length	68	71.654	76.636	Fishbase (species)	76.636	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	6325.5	g	23555	17229	3.7237	6325.5	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	4.4793	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	4.4793	mass	n/a	n/a	individual	0.60751	g	4.7033	4.0958	7.7419	0.60751	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
9552	n/a	3182	Merluccius bilinearis	Silver hake	ectotherm vertebrate	adult	piscivorous	390	mm	total length	350.22	0	390	Fishbase (species)	39	individual	M=0.0039SL^3.16	Schaefer (1960)	1	295.93	g	3104.4	2808.4	10.49	295.93	all	fish unidentified	fish	ectotherm vertebrate	100	mm	n/a	0	n/a	10	total length	n/a	n/a	individual	10	g	52.333	42.333	5.2333	10	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
34035	n/a	NA	Dicentrarchus labrax	European sea bass	ectotherm vertebrate	juvenile	predacious	23	mm	total length	0	0	23	n/a	2.3	mid-class	M=0.0123TL^2.9554	Dorel (1986)	1	0.1442	g	0.63674	0.49254	4.4158	0.1442	Mysids	Schistomysis spiritus	mysid	ectotherm invertebrate	2.54	mm	n/a	0	n/a	0.254	total length	n/a	n/a	individual	6.8836e-5	g	8.5759e-4	7.8875e-4	12.459	6.8836e-5	M=0.00000339*(L*10)^3.23	Morris et al (1988)	4	Oxwich Bay, Wales	51º52'N	04º10'W	8	12.2	3.9	1399	NA	Lancaster (1991)	estuary/coastal	Predator length mid-class
24190	n/a	12203	Squalus acanthias	Spurdog / spiny dogfish	ectotherm vertebrate	adult	piscivorous	750	mm	total length	0	665.25	750	Fishbase (species)	75	individual	M=0.0008TL^3.3710	Bedford et al. (1986)	1	1674.6	g	22078	20403	13.184	1674.6	all	fish unidentified	fish	ectotherm vertebrate	70	mm	n/a	0	n/a	7	total length	n/a	n/a	individual	3.43	g	17.95	14.52	5.2333	3.43	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
22747	n/a	10932	Raja ocellata	Winter skate	ectotherm vertebrate	adult	piscivorous	680	mm	total length	0	0	680	n/a	68	individual	M=0.0022TL^3.295	Sulikowski et al. (2003)	1	2401.8	g	16455	14053	6.8512	2401.8	all	fish unidentified	fish	ectotherm vertebrate	160	mm	n/a	0	n/a	16	total length	n/a	n/a	individual	40.96	g	214.36	173.4	5.2333	40.96	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
22445	n/a	10649	Raja ocellata	Winter skate	ectotherm vertebrate	adult	piscivorous	740	mm	total length	0	0	740	n/a	74	individual	M=0.0022TL^3.295	Sulikowski et al. (2003)	1	3173.5	g	21207	18033	6.6824	3173.5	all	fish unidentified	fish	ectotherm vertebrate	200	mm	n/a	0	n/a	20	total length	n/a	n/a	individual	80	g	418.67	338.67	5.2333	80	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
15795	Ge48	6993	Thunnus alalunga	Albacore	ectotherm vertebrate	juvenile	piscivorous	62	cm	standard length	62	65.332	69.874	Fishbase (species)	69.874	individual	M=0.0258L^2.86	Pusineri et al. (2005)	1	4856.9	g	17854	12997	3.6759	4856.9	all	Maurolicus muelleri	Pearlside	ectotherm vertebrate	3.5834	cm	L = 10 ^((logM-log(0.0016))/3.961)	1	Haimovici and Velasco (2000)	3.5834	mass	n/a	n/a	individual	0.251	g	2.408	2.157	9.5936	0.251	Weighed	n/a	0	Off the Bay of Biscay	45º00'N	18º00'W	4562	15.4	2.5	437	53	Pusineri et al (2005)	Off the continental shelf	None
19119	n/a	7588	Gasterosteus aculeatus	Threespine stickleback	ectotherm vertebrate	larva / juvenile	predacious	68	mm	fork length	59.772	68	68	Fishbase (species)	6.8	individual	M=0.0113SL^3	Pauly et al. (1998)	1	2.4131	g	16.455	14.042	6.8192	2.4131	all	copepod	copepod	ectotherm invertebrate	4	mm	n/a	0	n/a	0.4	metasome length	n/a	n/a	individual	1.3355e-4	g	0.0033493	0.0032158	25.08	1.3355e-4	M=(9.66*10-7*(L*10000)^2.26)/1000000	Satapoomin (1999)	4	Strait of Georgia	49º00'N	123º00'W	127	10.5	2.8	1739	190	Barraclough (1967) Rep 922	nearshore	Contiguous predators of same length assumed same individual
5976	n/a	950	Thunnus obesus	Bigeye tuna	ectotherm vertebrate	adult	piscivorous	117	cm	standard length	117	123.29	131.27	Fishbase (species)	131.27	individual	M=0.0178SL^2.902	Nakamura and Uchiyama (1966)	1	17877	g	118390	100510	6.6225	17877	all	fish	fish	ectotherm vertebrate	13.2	cm	n/a	0	n/a	13.2	Standard length	n/a	n/a	individual	23	g	120.36	97.365	5.2333	23	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
32532	n/a	17023	Urophycis tenuis	White hake	ectotherm vertebrate	adult	piscivorous	720	mm	total length	619.92	0	720	Fishbase (species)	72	individual	M=0.004TL^3.172	Clay and Clay (1991)	1	3115.4	g	19533	16418	6.2699	3115.4	all	fish unidentified	fish	ectotherm vertebrate	260	mm	n/a	0	n/a	26	total length	n/a	n/a	individual	175.76	g	919.81	744.05	5.2333	175.76	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
1601	89117	354	Thunnus thynnus	Atlantic bluefin tuna	ectotherm vertebrate	adult	piscivorous	142	cm	curved fork length	134.62	142	152.65	Fishbase (species)	142	individual	M=0.0231FL^2.934	Hsu et al. (2000)	1	47690	g	149850	102160	3.1421	47690	all	Ammodytes sp.	Sand lance	ectotherm vertebrate	15	cm	n/a	0	n/a	15	total length	n/a	n/a	individual	9.4127	g	176.63	167.21	18.765	9.4127	M=0.0017L^3.1828	CEFAS Endeavour cruise 16/05	2	Great Channel South, Gulf of Maine, New England	41º71'N	69º76'W	12	10.4	5.7	1045	105	Chase, B.C. (2002)	Shelf	None
12010	n/a	5390	Paralichthys dentatus	Summer flounder	ectotherm vertebrate	adult	predacious	390	mm	total length	339.13	0	390	Fishbase (species)	39	individual	M=0.0054SL^3.117	Henderson (1979)	1	318.09	g	3104.4	2786.3	9.7594	318.09	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	51	mm	n/a	0	n/a	5.1	total length	n/a	n/a	individual	2.9598	g	6.9421	3.9822	2.3454	2.9598	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
27246	n/a	14963	Mustelus canis	Smooth dogfish	ectotherm vertebrate	adult	predacious	950	mm	total length	807.14	0	950	Fishbase (species)	95	individual	M=0.0023TL^3.1	van der Elst (1981)	1	3109.4	g	44869	41760	14.43	3109.4	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	78	mm	n/a	0	n/a	7.8	total length	n/a	n/a	individual	11.053	g	24.835	13.782	2.2469	11.053	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
26927	n/a	14710	Mustelus canis	Smooth dogfish	ectotherm vertebrate	adult	piscivorous	1020	mm	total length	866.61	0	1020	Fishbase (species)	102	individual	M=0.0023TL^3.1	van der Elst (1981)	1	3876	g	55537	51661	14.328	3876	all	fish unidentified	fish	ectotherm vertebrate	145	mm	n/a	0	n/a	14.5	total length	n/a	n/a	individual	30.486	g	159.54	129.06	5.2333	30.486	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
34447	n/a	NA	Dicentrarchus labrax	European sea bass	ectotherm vertebrate	juvenile	predacious	33	mm	total length	0	0	33	n/a	3.3	mid-class	M=0.0123TL^2.9554	Dorel (1986)	1	0.4191	g	1.8807	1.4616	4.4874	0.4191	Mysids	Schistomysis spiritus	mysid	ectotherm invertebrate	2.54	mm	n/a	0	n/a	0.254	total length	n/a	n/a	individual	6.8836e-5	g	8.5759e-4	7.8875e-4	12.459	6.8836e-5	M=0.00000339*(L*10)^3.23	Morris et al (1988)	4	Oxwich Bay, Wales	51º52'N	04º10'W	8	12.2	3.9	1399	NA	Lancaster (1991)	estuary/coastal	Predator length mid-class
9823	n/a	3432	Merluccius bilinearis	Silver hake	ectotherm vertebrate	adult	piscivorous	260	mm	total length	233.48	0	260	Fishbase (species)	26	individual	M=0.0039SL^3.16	Schaefer (1960)	1	82.174	g	919.81	837.64	11.193	82.174	all	fish unidentified	fish	ectotherm vertebrate	92	mm	n/a	0	n/a	9.2	total length	n/a	n/a	individual	7.7869	g	40.751	32.964	5.2333	7.7869	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
3243	n/a	776	Thunnus albacares	Yellowfin tuna	ectotherm vertebrate	adult	planktivorous	136	cm	standard length	136	140.79	155.99	Fishbase (species)	155.99	individual	M=0.0214SL^2.974	Le Guen and Sagakawa (1973)	1	47376	g	198650	151270	4.193	47376	all	gelatinous	gelatinous	ectotherm invertebrate	3.4	cm	n/a	0	n/a	3.4	Total length	n/a	n/a	individual	2.0569	g	2.0569	0	1	2.0569	M=((4/3)*3.14*(((TL/100)/2)^3)*100000)	Sphere	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
27972	n/a	15551	Mustelus canis	Smooth dogfish	ectotherm vertebrate	adult	predacious	870	mm	total length	739.17	0	870	Fishbase (species)	87	individual	M=0.0023TL^3.1	van der Elst (1981)	1	2367.2	g	34462	32094	14.558	2367.2	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	4	mm	n/a	0	n/a	0.4	total length	n/a	n/a	individual	0.0011043	g	0.0033493	0.0022451	3.033	0.0011043	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
13553	n/a	6759	Pomatomus saltatrix	Bluefish	ectotherm vertebrate	adult	piscivorous	220	mm	total length	191.4	203.06	220	Fishbase (species)	22	individual	M=0.0136TL^2.899	Haimovici and Velasco (2000)	1	105.98	g	557.25	451.27	5.258	105.98	all	fish unidentified	fish	ectotherm vertebrate	35	mm	n/a	0	n/a	3.5	total length	n/a	n/a	individual	0.42875	g	2.2438	1.815	5.2333	0.42875	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
21431	n/a	9772	Gadus morhua	Atlantic cod	ectotherm vertebrate	adult	predacious	520	mm	total length	457.08	520	520	Fishbase (species)	52	individual	M=0.0070SL^3.0870	Bedford et al. (1986)	1	932.17	g	7358.5	6426.3	7.894	932.17	all	unidentified invertebrate	unidentified invertebrate	ectotherm invertebrate	19	mm	n/a	0	n/a	1.9	total length	n/a	n/a	individual	0.13852	g	0.35895	0.22044	2.5914	0.13852	M=(0.015*(L*10)^3.101)/1000	Benke et al (1999)	5	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
32752	n/a	17238	Urophycis tenuis	White hake	ectotherm vertebrate	adult	piscivorous	460	mm	total length	396.06	0	460	Fishbase (species)	46	individual	M=0.004TL^3.172	Clay and Clay (1991)	1	752.19	g	5093.9	4341.7	6.7721	752.19	all	fish unidentified	fish	ectotherm vertebrate	280	mm	n/a	0	n/a	28	total length	n/a	n/a	individual	219.52	g	1148.8	929.3	5.2333	219.52	M=0.01L^3	Standard fish shape	4	Atlantic Ocean	40º00'N	71º00'W	677	15.1	6.4	867	80	Scharf et al. (2000)	Pelagic	Contiguous predators of same length assumed same individual
6026	n/a	952	Thunnus obesus	Bigeye tuna	ectotherm vertebrate	adult	piscivorous	116	cm	standard length	116	122.23	130.15	Fishbase (species)	130.15	individual	M=0.0178SL^2.902	Nakamura and Uchiyama (1966)	1	17437	g	115380	97943	6.6169	17437	all	fish	fish	ectotherm vertebrate	4.8	cm	n/a	0	n/a	4.8	Standard length	n/a	n/a	individual	1.1059	g	5.7876	4.6817	5.2333	1.1059	M=0.01L^3	Standard fish shape	4	French Polynesian EEZ	12º00'S	144º00'W	4785	28.4	0.6	316	38	Menard et al (2006)	open ocean	Contiguous predators of same length assumed same individual
34533	n/a	NA	Gadus morhua	Atlantic cod	ectotherm vertebrate	larva	planktivorous	13	mm	total length	11.427	13	13	Fishbase (species)	1.3	mean	M=0.0070SL^3.0870	Bedford et al. (1986)	1	0.010567	g	0.11498	0.10441	10.881	0.010567	copepod stages	copepod nauplius	copepod nauplius	ectotherm invertebrate	3093.9	µm	L=(10^((log(M*1000000)-log(0.00000417))/2.03))	4	Hygum et al. (2000)	0.30939	mass	n/a	n/a	mean	0.0508	mg	0.0015499	0.0014991	30.509	5.08e-5	Weighed	n/a	0	Greenland	60º00'N	40º00'W	2686	6.3	2	233	16	Bainbridge & McKay (1968)	Coastal, SW & SE Greenland	Predator mean, prey mean of various development stages
